"주차장관리번호",주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
252-2-000090,강릉역 공영주차장 2,공영,노외,,강원특별자치도 강릉시 교동 118-2,442,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.76529983,128.8976196,2023-08-28
252-2-000091,남항진항 해수욕장 주차장,공영,노외,,강원특별자치도 강릉시 남항진동 1-1,199,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.765551,128.952987,2023-08-28
252-2-000092,6주공오거리 근처 주차장1,공영,노외,,강원특별자치도 강릉시 입암동 95,82,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.761632,128.918058,2023-08-28
252-2-000093,강릉중학교 근처 주택가 주차장,공영,노외,,강원특별자치도 강릉시 입암동 659-18,22,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.75226815,128.907637,2023-08-28
252-2-000094,구파출소 옆,공영,노외,,강원특별자치도 강릉시 입암동 679-30,12,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.755999,128.907707,2023-08-28
252-2-000095,성덕동 주민센터 근처주차장,공영,노외,,강원특별자치도 강릉시 입암동 599-6,26,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.76340537,128.9139187,2023-08-28
252-2-000096,개인택시조합 공한지 주차장,공영,노외,,강원특별자치도 강릉시 두산동 228-4,84,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.76875626,128.9296561,2023-08-28
252-2-000097,도깨비쉼터 공영주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교향리 48-202,12,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.848486,128.834283,2023-08-28
252-2-000098,주문진항 관광지 공영주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 1089-74,54,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.88276141,128.8234129,2023-08-28
252-2-000099,영진해변 공영주차장,공영,노외,,강원특별자치도 강릉시 영곡면 영진리 367-19,40,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.875656,128.837304,2023-08-28
252-2-000100,포남초교 인근 공영주차장,공영,노외,,강원특별자치도 강릉시 포남동 산156,15,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.75206759,128.8843145,2023-08-28
252-2-000101,터미널오거리 인근 공영주차장,공영,노외,,강원특별자치도 강릉시 교동 949-13,20,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.7555251779,128.8824852026,2023-08-28
252-2-000102,강릉초교 인근 공영주차장,공영,노외,,강원특별자치도 강릉시 홍제동 26-1,15,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.75487861,128.8884425,2023-08-28
252-2-000103,교동 1868-1 공영주차장,공영,노외,,강원특별자치도 강릉시 교동 1868-1,16,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.7694723,128.8754966,2023-08-28
252-2-000104,도심 공영주차장,공영,노외,,강원특별자치도 강릉시 성남동 13-1 외 3필지,43,1,미시행,평일+토+공휴일,10:00,19:00,10:00,19:00,00:00,23:59,혼합,30,600,10,300,,,45000,카드+주차권,,강원특별자치도 강릉시청 교통과,033-640-5624,37.754493,128.902068,2023-08-28
252-2-000105,상공회의소주차장,공영,노외,,강원특별자치도 강릉시 임당동 146,35,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.7536501,128.8934682,2023-08-28
252-2-000106,강문해변 제2공영주차장,공영,노외,,강원특별자치도 강릉시 강문동 283-8 외 3필지,91,1,미시행,평일+토+공휴일,10:00,19:00,10:00,19:00,10:00,19:00,혼합,30,600,10,300,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.795691,128.915174,2023-08-28
252-2-000107,주문진읍 피난촌 주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교항리 259,54,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.88930389,128.8237448,2023-08-28
252-2-000108,정동진 바다부채길 주차장3,공영,노외,,강원특별자치도 강릉시 정동진리 50-145,20,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.680785,129.042575,2023-08-28
252-2-000109,보리골길 공영주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교향리 1162-20,14,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.872066,128.825436,2023-08-28
252-2-000110,유천 공영주차장,공영,노외,,강원특별자치도 강릉시 홍제동 1032-1,56,1,미시행,평일+토+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,혼합,30,600,10,300,,,,,,강원특별자치도 강릉시청 교통과,033-640-5784,37.757746,128.872111,2023-08-28
252-2-000111,남대천 옥천 공영주차장,공영,노외,,강원특별자치도 강릉시 성남동 5,311,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.754877,128.903331,2023-08-28
252-2-000112,송정동 공영주차장,공영,노외,,강원특별자치도 강릉시 송정동 77,11,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.7763266925,128.9330742052,2023-08-28
252-2-000113,경포호수광장주차장,공영,노외,,강원특별자치도 강릉시 강문동 263,24,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.798619,128.911288,2023-08-28
252-2-000114,송정동 공영주차장,공영,노외,,강원특별자치도 강릉시 송정동 966,24,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.787104,128.926303,2023-08-28
252-2-000115,주문진 교향5리 교향원길 주차장,공영,노외,,강원특별자치도 강릉시 교향리 1106,7,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.884509,128.8229081,2023-08-28
252-2-000116,영동대 앞 공영주차장,공영,노외,,강원특별자치도 강릉시 성산면 금산리 944-26,100,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.743617,128.858686,2023-08-28
252-2-000117,주문진 우신아파트 뒤 주차장,공영,노외,,강원특별자치도 강릉시 주문진읍 교향리 1162-21,26,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.871857,128.824982,2023-08-28
252-2-000118,청량학동길 임시주차장,공영,노외,,강원특별자치도 강릉시 청량동 588-6,5,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.747487,128.9112651,2023-08-28
252-2-000119,입암동 원마트 앞 주차장,공영,노외,,강원특별자치도 강릉시 입암동 94-2,69,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.760693,128.917403,2023-08-28
252-2-000120,입암동 이안아파트 옆 주차장,공영,노외,,강원특별자치도 강릉시 입암동 238-4,76,1,미시행,평일+토+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,무료,0,0,0,0,,,,,,강원특별자치도 강릉시청 교통과,033-640-5624,37.7548387,128.920122,2023-08-28
